,Kingdom,Phylum,Class,Order,Family,Genus
ASV7857,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV7858,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herminiimonas
ASV7859,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV7860,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea
ASV7861,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA
ASV7862,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7863,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV7864,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV7865,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,NA
ASV7866,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV7867,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Hephaestia
ASV7868,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas
ASV7869,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV7870,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV7871,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV7872,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV7873,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV7874,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV7875,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
ASV7876,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes
ASV7877,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV7878,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea
ASV7879,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Hephaestia
ASV7880,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7881,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA
ASV7882,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV7883,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV7884,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV7885,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,NA
ASV7886,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
ASV7887,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rugamonas
ASV7888,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax
ASV7889,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV7890,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7891,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7892,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7893,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7894,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7895,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV7896,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Atlantibacter
ASV7897,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV7898,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV7899,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV7900,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7901,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV7902,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7903,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV7904,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV7905,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV7906,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV7907,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter
ASV7908,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV7909,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7910,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV7911,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
ASV7912,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7913,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7914,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA
ASV7915,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV7916,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,NA
ASV7917,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7918,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV7919,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV7920,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ramlibacter
ASV7921,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV7922,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV7923,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Leminorella
ASV7924,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV7925,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV7926,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
ASV7927,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Leptothrix
ASV7928,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7929,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7930,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas
ASV7931,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV7932,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV7933,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV7934,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium
ASV7935,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV7936,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV7937,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV7938,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7939,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV7940,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV7941,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquincola
ASV7942,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7943,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV7944,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV7945,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
ASV7946,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7947,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV7948,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV7949,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV7950,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7951,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV7952,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV7953,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV7954,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
ASV7955,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV7956,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV7957,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV7958,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7959,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas
ASV7960,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7961,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,B1-7BS,NA
ASV7962,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7963,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas
ASV7964,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV7965,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV7966,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquincola
ASV7967,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
ASV7968,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV7969,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV7970,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA
ASV7971,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,NA
ASV7972,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas
ASV7973,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas
ASV7974,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquincola
ASV7975,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV7976,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV7977,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,NA
ASV7978,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV7979,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
ASV7980,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV7981,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV7982,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Georgfuchsia
ASV7983,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV7984,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV7985,Bacteria,Elusimicrobia,Lineage_IIc,NA,NA,NA
ASV7986,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas
ASV7987,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV7988,Bacteria,Proteobacteria,Deltaproteobacteria,RCP2-54,NA,NA
ASV7989,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7990,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV7991,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV7992,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7993,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV7994,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,NA
ASV7995,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV7996,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7997,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV7998,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV7999,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV8000,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV8001,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV8002,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV8003,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
ASV8004,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas
ASV8005,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV8006,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV8007,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax
ASV8008,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,HdN1
ASV8009,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rugamonas
ASV8010,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV8011,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV8012,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Paucibacter
ASV8013,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV8014,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV8015,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,mle1-7
ASV8016,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA
ASV8017,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV8018,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV8019,Bacteria,Actinobacteria,Acidimicrobiia,NA,NA,NA
ASV8020,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV8021,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV8022,Bacteria,Actinobacteria,NA,NA,NA,NA
ASV8023,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV8024,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV8025,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV8026,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV8027,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV8028,Bacteria,NA,NA,NA,NA,NA
ASV8029,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV8030,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV8031,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA
ASV8032,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV8033,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA
ASV8034,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA
ASV8035,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV8036,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,NA
ASV8037,Bacteria,NA,NA,NA,NA,NA
ASV8038,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV8039,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV8040,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV8041,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV8042,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Kinneretia
ASV8043,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas
ASV8044,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV8045,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,NA
ASV8046,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Stakelama
ASV8047,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Stakelama
ASV8048,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV8049,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Nubsella
ASV8050,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV8051,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV8052,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella
ASV8053,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
ASV8054,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV8055,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV8056,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV8057,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
ASV8058,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ramlibacter
ASV8059,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV8060,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Polycyclovorans
ASV8061,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
ASV8062,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas
ASV8063,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA
ASV8064,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV8065,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV8066,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Budvicia
ASV8067,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV8068,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,NA,NA
ASV8069,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA
ASV8070,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV8071,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas
ASV8072,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas
ASV8073,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV8074,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV8075,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV8076,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV8077,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV8078,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV8079,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas
ASV8080,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas
ASV8081,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV8082,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV8083,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV8084,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Leptothrix
ASV8085,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV8086,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV8087,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV8088,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV8089,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV8090,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV8091,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,NA
ASV8092,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV8093,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Kinneretia
ASV8094,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV8095,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV8096,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV8097,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV8098,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV8099,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV8100,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA
ASV8101,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium
ASV8102,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV8103,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
ASV8104,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV8105,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA
ASV8106,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,mle1-7
ASV8107,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,NA
ASV8108,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV8109,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
ASV8110,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
ASV8111,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV8112,Bacteria,Proteobacteria,Gammaproteobacteria,211ds20,NA,NA
ASV8113,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV8114,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV8115,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV8116,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax
ASV8117,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,NA
